order_id,order_date,ship_date,ship_mode,customer_id,first_name,last_name,segment,country,city,state,postal_code,region,product_id,category,sub_category,product_name,sales,quantity,discount,profit
106320,2015-09-25,2015-09-30,"Standard Class",13870,Emily,Burns,Consumer,"United States",Orem,Utah,84057,West,10000577,Furniture,Tables,"Bretford CR4500 Series Slim Rectangular Table",1044.63,3,0,240.26
121755,2016-01-16,2016-01-20,"Second Class",13945,Eric,Hoffmann,Consumer,"United States","Los Angeles",California,90049,West,10001634,"Office Supplies",Binders,"Wilson Jones Active Use Binders",11.65,2,0.2,4.22
121755,2016-01-16,2016-01-20,"Second Class",13945,Eric,Hoffmann,Consumer,"United States","Los Angeles",California,90049,West,10003027,Technology,Accessories,"Imation 8GB Mini TravelDrive USB 2.0 Flash Drive",90.57,3,0,11.77
150630,2015-09-17,2015-09-21,"Standard Class",21520,Tracy,Blumstein,Consumer,"United States",Philadelphia,Pennsylvania,19140,East,10004834,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale",3083.43,7,0.5,-1665.05
150630,2015-09-17,2015-09-21,"Standard Class",21520,Tracy,Blumstein,Consumer,"United States",Philadelphia,Pennsylvania,19140,East,10001525,"Office Supplies",Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/",6.86,6,0.7,-5.72
150630,2015-09-17,2015-09-21,"Standard Class",21520,Tracy,Blumstein,Consumer,"United States",Philadelphia,Pennsylvania,19140,East,10001683,"Office Supplies",Art,"Lumber Crayons",15.76,2,0.2,3.55
107727,2017-10-19,2017-10-23,"Second Class",17560,Matt,Abelman,"Home Office","United States",Houston,Texas,77095,Central,10000249,"Office Supplies",Paper,"Easy-staple paper",29.47,3,0.2,9.95
117590,2016-12-08,2016-12-10,"First Class",14485,Gene,Hale,Corporate,"United States",Richardson,Texas,75080,Central,10004977,Technology,Phones,"GE 30524EE4",1097.54,7,0.2,123.47
117590,2016-12-08,2016-12-10,"First Class",14485,Gene,Hale,Corporate,"United States",Richardson,Texas,75080,Central,10003664,Furniture,Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Bl",190.92,5,0.6,-147.96
117415,2015-12-27,2015-12-31,"Standard Class",20710,Steve,Nguyen,"Home Office","United States",Houston,Texas,77041,Central,10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom",532.40,3,0.32,-46.98
117415,2015-12-27,2015-12-31,"Standard Class",20710,Steve,Nguyen,"Home Office","United States",Houston,Texas,77041,Central,10000486,Technology,Phones,"Plantronics HL10 Handset Lifter",371.17,4,0.2,41.76
101343,2016-07-17,2016-07-22,"Standard Class",19885,Ruben,Ausman,Corporate,"United States","Los Angeles",California,90049,West,10003479,"Office Supplies",Storage,"Eldon Base for stackable storage shelf, platinum",77.88,2,0,3.89
139619,2017-09-19,2017-09-23,"Standard Class",14080,Erin,Smith,Corporate,"United States",Melbourne,Florida,32935,South,10003282,"Office Supplies",Storage,"Advantus 10-Drawer Portable Organizer, Chrome Me",95.62,2,0.2,9.56
118255,2016-03-11,2016-03-13,"First Class",18715,Odella,Nelson,Corporate,"United States",Eagan,Minnesota,55122,Central,10000171,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordabl",45.98,2,0,19.77
118255,2016-03-11,2016-03-13,"First Class",18715,Odella,Nelson,Corporate,"United States",Eagan,Minnesota,55122,Central,10003291,"Office Supplies",Binders,"Wilson Jones Leather-Like Binders with DublLock",17.46,2,0,8.21
146703,2014-10-20,2014-10-25,"Second Class",18865,Patrick,O'Donnell,Consumer,"United States",Westland,Michigan,48185,Central,10001713,"Office Supplies",Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1",211.96,4,0,8.48
169194,2016-06-20,2016-06-25,"Standard Class",16900,Lena,Hernandez,Consumer,"United States",Dover,Delaware,19901,East,10002167,Technology,Accessories,"Imation 8gb Micro Traveldrive Usb 2.0 Flash Driv",45.00,3,0,4.95
169194,2016-06-20,2016-06-25,"Standard Class",16900,Lena,Hernandez,Consumer,"United States",Dover,Delaware,19901,East,10003988,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf",21.80,2,0,6.10
115742,2015-04-18,2015-04-22,"Standard Class",13000,Darren,Powers,Consumer,"United States","New Albany",Indiana,47150,Central,10004410,"Office Supplies",Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4",38.22,6,0,17.96
115742,2015-04-18,2015-04-22,"Standard Class",13000,Darren,Powers,Consumer,"United States","New Albany",Indiana,47150,Central,10002762,"Office Supplies",Labels,"Avery 485",75.18,6,0,35.33
115742,2015-04-18,2015-04-22,"Standard Class",13000,Darren,Powers,Consumer,"United States","New Albany",Indiana,47150,Central,10001706,Furniture,Furnishings,"Longer-Life Soft White Bulbs",6.16,2,0,2.96
115742,2015-04-18,2015-04-22,"Standard Class",13000,Darren,Powers,Consumer,"United States","New Albany",Indiana,47150,Central,10003061,Furniture,Chairs,"Global Leather Task Chair, Black",89.99,1,0,17.10
105816,2016-12-11,2016-12-17,"Standard Class",15265,Janet,Molinari,Corporate,"United States","New York City","New York",10024,East,10000302,"Office Supplies",Fasteners,"Advantus Push Pins",15.26,7,0,6.26
105816,2016-12-11,2016-12-17,"Standard Class",15265,Janet,Molinari,Corporate,"United States","New York City","New York",10024,East,10002447,Technology,Phones,"AT&T CL83451 4-Handset Telephone",1029.95,5,0,298.69
111682,2016-06-17,2016-06-18,"First Class",21055,Ted,Butterfield,Consumer,"United States",Troy,"New York",12180,East,10000604,"Office Supplies",Storage,"Home/Office Personal File Carts",208.56,6,0,52.14
111682,2016-06-17,2016-06-18,"First Class",21055,Ted,Butterfield,Consumer,"United States",Troy,"New York",12180,East,10003968,Furniture,Chairs,"Novimex Turbo Task Chair",319.41,5,0.1,7.10
111682,2016-06-17,2016-06-18,"First Class",21055,Ted,Butterfield,Consumer,"United States",Troy,"New York",12180,East,10000587,"Office Supplies",Paper,"Array Parchment Paper, Assorted Colors",14.56,2,0,6.99
111682,2016-06-17,2016-06-18,"First Class",21055,Ted,Butterfield,Consumer,"United States",Troy,"New York",12180,East,10002167,Technology,Accessories,"Imation 8gb Micro Traveldrive Usb 2.0 Flash Driv",30.00,2,0,3.30
111682,2016-06-17,2016-06-18,"First Class",21055,Ted,Butterfield,Consumer,"United States",Troy,"New York",12180,East,10001460,"Office Supplies",Binders,"Plastic Binding Combs",48.48,4,0.2,16.36
111682,2016-06-17,2016-06-18,"First Class",21055,Ted,Butterfield,Consumer,"United States",Troy,"New York",12180,East,10001868,"Office Supplies",Art,"Prang Dustless Chalk Sticks",1.68,1,0,0.84
135545,2015-11-24,2015-11-30,"Standard Class",16720,Kunst,Miller,Consumer,"United States","Los Angeles",California,90004,West,10004633,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordabl",13.98,2,0,6.15
135545,2015-11-24,2015-11-30,"Standard Class",16720,Kunst,Miller,Consumer,"United States","Los Angeles",California,90004,West,10001078,"Office Supplies",Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Da",25.82,6,0.2,9.36
135545,2015-11-24,2015-11-30,"Standard Class",16720,Kunst,Miller,Consumer,"United States","Los Angeles",California,90004,West,10003892,"Office Supplies",Paper,"Xerox 1943",146.73,3,0,68.96
135545,2015-11-24,2015-11-30,"Standard Class",16720,Kunst,Miller,Consumer,"United States","Los Angeles",California,90004,West,10000393,Furniture,Furnishings,"Luxo Economy Swing Arm Lamp",79.76,4,0,22.33
106376,2014-12-05,2014-12-10,"Standard Class",11590,Brendan,Sweed,Corporate,"United States",Gilbert,Arizona,85234,West,10002726,Technology,Phones,"netTALK DUO VoIP Telephone Service",167.97,4,0.2,62.99
119823,2016-06-04,2016-06-06,"First Class",16270,Karen,Daniels,Consumer,"United States",Springfield,Virginia,22153,South,10000482,"Office Supplies",Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Le",75.88,2,0,35.66
134026,2015-04-26,2015-05-02,"Standard Class",15745,Joel,Eaton,Consumer,"United States",Memphis,Tennessee,38109,South,10000513,Furniture,Chairs,"High-Back Leather Manager's Chair",831.94,8,0.2,-114.39
134026,2015-04-26,2015-05-02,"Standard Class",15745,Joel,Eaton,Consumer,"United States",Memphis,Tennessee,38109,South,10004123,"Office Supplies",Storage,"Safco Industrial Wire Shelving System",72.78,1,0.2,-18.20
118038,2017-12-09,2017-12-11,"First Class",16600,Ken,Brennan,Corporate,"United States",Houston,Texas,77041,Central,10004182,"Office Supplies",Binders,"Economy Binders",1.25,3,0.8,-1.93
118038,2017-12-09,2017-12-11,"First Class",16600,Ken,Brennan,Corporate,"United States",Houston,Texas,77041,Central,10000615,"Office Supplies",Storage,"SimpliFile Personal File, Black Granite, 15w x 6",27.24,3,0.2,2.72
147606,2014-11-26,2014-12-01,"Second Class",15745,Joel,Eaton,Consumer,"United States",Houston,Texas,77070,Central,10003194,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Ho",19.30,5,0.6,-14.48
127208,2016-06-12,2016-06-15,"First Class",20770,Stewart,Carmichael,Corporate,"United States",Decatur,Alabama,35601,South,10002118,"Office Supplies",Appliances,"1.7 Cubic Foot Compact "Cube"" Office Refrigerato"",208.16,1,0,56.20
127208,2016-06-12,2016-06-15,"First Class",20770,Stewart,Carmichael,Corporate,"United States",Decatur,Alabama,35601,South,10002309,"Office Supplies",Binders,"Avery Heavy-Duty EZD  Binder With Locking Rings",16.74,3,0,8.04
139451,2014-10-12,2014-10-16,"Standard Class",13690,Duane,Noonan,Consumer,"United States","San Francisco",California,94122,West,10002053,"Office Supplies",Art,"Premium Writing Pencils, Soft, #2 by Central Ass",14.90,5,0,4.17
139451,2014-10-12,2014-10-16,"Standard Class",13690,Duane,Noonan,Consumer,"United States","San Francisco",California,94122,West,10002370,"Office Supplies",Storage,"Sortfiler Multipurpose Personal File Organizer,",21.39,1,0,6.20
140088,2017-05-28,2017-05-30,"Second Class",18865,Patrick,O'Donnell,Consumer,"United States",Columbia,"South Carolina",29203,South,10000863,Furniture,Chairs,"Novimex Swivel Fabric Task Chair",301.96,2,0,33.22
155558,2017-10-26,2017-11-02,"Standard Class",18895,Paul,Gonzalez,Consumer,"United States",Rochester,Minnesota,55901,Central,10001998,Technology,Accessories,"Logitech LS21 Speaker System - PC Multimedia - 2",19.99,1,0,6.80
155558,2017-10-26,2017-11-02,"Standard Class",18895,Paul,Gonzalez,Consumer,"United States",Rochester,Minnesota,55901,Central,10000134,"Office Supplies",Labels,"Avery 511",6.16,2,0,2.96
109806,2016-09-17,2016-09-22,"Standard Class",15685,Jim,Sink,Corporate,"United States","Los Angeles",California,90036,West,10004930,"Office Supplies",Art,"Turquoise Lead Holder with Pocket Clip",20.10,3,0,6.63
109806,2016-09-17,2016-09-22,"Standard Class",15685,Jim,Sink,Corporate,"United States","Los Angeles",California,90036,West,10000304,"Office Supplies",Paper,"Xerox 1995",6.48,1,0,3.11
149587,2015-01-31,2015-02-05,"Second Class",16315,Karl,Braun,Consumer,"United States",Minneapolis,Minnesota,55407,Central,10003177,"Office Supplies",Paper,"Xerox 1999",12.96,2,0,6.22
149587,2015-01-31,2015-02-05,"Second Class",16315,Karl,Braun,Consumer,"United States",Minneapolis,Minnesota,55407,Central,10003799,Furniture,Furnishings,"Seth Thomas 13 1/2" Wall Clock"",53.34,3,0,16.54
149587,2015-01-31,2015-02-05,"Second Class",16315,Karl,Braun,Consumer,"United States",Minneapolis,Minnesota,55407,Central,10002852,"Office Supplies",Binders,"Ibico Standard Transparent Covers",32.96,2,0,16.15
109484,2017-11-06,2017-11-12,"Standard Class",19705,Roger,Barcio,"Home Office","United States",Portland,Oregon,97206,West,10004738,"Office Supplies",Binders,"Flexible Leather- Look Classic Collection Ring B",5.68,1,0.7,-3.79
161018,2017-11-09,2017-11-11,"Second Class",18775,Parhena,Norris,"Home Office","United States","New York City","New York",10009,East,10000629,Furniture,Furnishings,"9-3/4 Diameter Round Wall Clock",96.53,7,0,40.54
157833,2017-06-17,2017-06-20,"First Class",16345,Katherine,Ducich,Consumer,"United States","San Francisco",California,94122,West,10001721,"Office Supplies",Binders,"Trimflex Flexible Post Binders",51.31,3,0.2,17.96
149223,2016-09-06,2016-09-11,"Standard Class",13855,Elpida,Rittenbach,Corporate,"United States","Saint Paul",Minnesota,55106,Central,10000358,"Office Supplies",Appliances,"Fellowes Basic Home/Office Series Surge Protecto",77.88,6,0,22.59
158568,2016-08-29,2016-09-02,"Standard Class",19465,Rick,Bensley,"Home Office","United States",Chicago,Illinois,60610,Central,10003256,"Office Supplies",Paper,"Avery Personal Creations Heavyweight Cards",64.62,7,0.2,22.62
158568,2016-08-29,2016-09-02,"Standard Class",19465,Rick,Bensley,"Home Office","United States",Chicago,Illinois,60610,Central,10001767,Technology,Accessories,"SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Ca",95.98,3,0.2,-10.80
158568,2016-08-29,2016-09-02,"Standard Class",19465,Rick,Bensley,"Home Office","United States",Chicago,Illinois,60610,Central,10002609,"Office Supplies",Binders,"Avery Hidden Tab Dividers for Binding Systems",1.79,3,0.8,-3.04
156867,2015-11-13,2015-11-17,"Standard Class",16870,Lena,Cacioppo,Consumer,"United States",Aurora,Colorado,80013,West,10004006,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled M",102.36,3,0.2,-3.84
115259,2014-08-25,2014-08-27,"Second Class",19960,Ryan,Crowe,Consumer,"United States",Columbus,Ohio,43229,East,10000621,"Office Supplies",Fasteners,"OIC Colored Binder Clips, Assorted Sizes",40.10,14,0.2,14.53
115259,2014-08-25,2014-08-27,"Second Class",19960,Ryan,Crowe,Consumer,"United States",Columbus,Ohio,43229,East,10002504,"Office Supplies",Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain",130.46,6,0.2,44.03
110457,2015-03-02,2015-03-06,"Standard Class",13090,Dave,Kipp,Consumer,"United States",Seattle,Washington,98103,West,10001768,Furniture,Tables,"Hon Racetrack Conference Tables",787.53,3,0,165.38
136476,2015-04-05,2015-04-10,"Standard Class",14650,Greg,Guthrie,Corporate,"United States",Bristol,Tennessee,37620,South,10003650,"Office Supplies",Binders,"GBC DocuBind 300 Electric Binding Machine",157.79,1,0.7,-115.72
103730,2016-06-12,2016-06-15,"First Class",20725,Steven,Cartwright,Consumer,"United States",Wilmington,Delaware,19805,East,10002157,Furniture,Furnishings,"Artistic Insta-Plaque",47.04,3,0,18.35
103730,2016-06-12,2016-06-15,"First Class",20725,Steven,Cartwright,Consumer,"United States",Wilmington,Delaware,19805,East,10003910,"Office Supplies",Binders,"DXL Angle-View Binders with Locking Rings by Sam",30.84,4,0,13.88
103730,2016-06-12,2016-06-15,"First Class",20725,Steven,Cartwright,Consumer,"United States",Wilmington,Delaware,19805,East,10000777,"Office Supplies",Storage,"Companion Letter/Legal File, Black",226.56,6,0,63.44
103730,2016-06-12,2016-06-15,"First Class",20725,Steven,Cartwright,Consumer,"United States",Wilmington,Delaware,19805,East,10002500,"Office Supplies",Envelopes,"Globe Weis Peel & Seel First Class Envelopes",115.02,9,0,51.76
103730,2016-06-12,2016-06-15,"First Class",20725,Steven,Cartwright,Consumer,"United States",Wilmington,Delaware,19805,East,10003875,Technology,Phones,"KLD Oscar II Style Snap-on Ultra Thin Side Flip",68.04,7,0,19.73
152030,2014-12-26,2014-12-28,"Second Class",10180,Alan,Dominguez,"Home Office","United States",Houston,Texas,77041,Central,10004063,Furniture,Chairs,"Global Deluxe High-Back Manager's Chair",600.56,3,0.3,-8.58
134614,2014-09-20,2014-09-25,"Standard Class",19165,Philip,Fox,Consumer,"United States",Bloomington,Illinois,61701,Central,10004534,Furniture,Tables,"Bevis 44 x 96 Conference Tables",617.70,6,0.5,-407.68
107272,2017-11-05,2017-11-12,"Standard Class",21610,Troy,Staebel,Consumer,"United States",Phoenix,Arizona,85023,West,10002974,"Office Supplies",Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",243.99,7,0.2,30.50
125969,2016-11-06,2016-11-10,"Second Class",16975,Lindsay,Shagiari,"Home Office","United States","Los Angeles",California,90004,West,10003773,Furniture,Furnishings,"Eldon Cleatmat Plus Chair Mats for High Pile Car",238.56,3,0,26.24
164147,2017-02-02,2017-02-05,"First Class",13585,Dorothy,Wardle,Corporate,"United States",Columbus,Ohio,43229,East,10002293,Technology,Phones,"Anker 36W 4-Port USB Wall Charger Travel Power A",59.97,5,0.4,-11.99
164147,2017-02-02,2017-02-05,"First Class",13585,Dorothy,Wardle,Corporate,"United States",Columbus,Ohio,43229,East,10002780,"Office Supplies",Fasteners,Staples,21.46,9,0.2,6.97
145583,2016-10-13,2016-10-19,"Standard Class",16885,Lena,Creighton,Consumer,"United States",Roseville,California,95661,West,10001804,"Office Supplies",Paper,"Xerox 195",20.04,3,0,9.62
145583,2016-10-13,2016-10-19,"Standard Class",16885,Lena,Creighton,Consumer,"United States",Roseville,California,95661,West,10001736,"Office Supplies",Paper,"Xerox 1880",35.44,1,0,16.66
145583,2016-10-13,2016-10-19,"Standard Class",16885,Lena,Creighton,Consumer,"United States",Roseville,California,95661,West,10002988,"Office Supplies",Fasteners,"Ideal Clamps",4.02,2,0,1.97
145583,2016-10-13,2016-10-19,"Standard Class",16885,Lena,Creighton,Consumer,"United States",Roseville,California,95661,West,10004781,"Office Supplies",Binders,"GBC Wire Binding Strips",76.18,3,0.2,26.66
145583,2016-10-13,2016-10-19,"Standard Class",16885,Lena,Creighton,Consumer,"United States",Roseville,California,95661,West,10001218,"Office Supplies",Supplies,"Fiskars Softgrip Scissors",65.88,6,0,18.45
145583,2016-10-13,2016-10-19,"Standard Class",16885,Lena,Creighton,Consumer,"United States",Roseville,California,95661,West,10001706,Furniture,Furnishings,"Longer-Life Soft White Bulbs",43.12,14,0,20.70
106180,2017-09-18,2017-09-23,"Standard Class",19975,Sally,Hughsby,Corporate,"United States","San Francisco",California,94122,West,10000940,"Office Supplies",Art,"Newell 343",8.82,3,0,2.38
106180,2017-09-18,2017-09-23,"Standard Class",19975,Sally,Hughsby,Corporate,"United States","San Francisco",California,94122,West,10004030,"Office Supplies",Envelopes,"Convenience Packs of Business Envelopes",10.86,3,0,5.10
106180,2017-09-18,2017-09-23,"Standard Class",19975,Sally,Hughsby,Corporate,"United States","San Francisco",California,94122,West,10004327,"Office Supplies",Paper,"Xerox 1911",143.70,3,0,68.98
155376,2017-12-22,2017-12-27,"Standard Class",20080,Sandra,Glassco,Consumer,"United States",Independence,Missouri,64055,Central,10001058,"Office Supplies",Appliances,"Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerato",839.43,3,0,218.25
114489,2016-12-05,2016-12-09,"Standard Class",16165,Justin,Ellison,Corporate,"United States",Franklin,Wisconsin,53132,Central,10000215,Technology,Phones,"Plantronics Cordless Phone Headset with In-line",384.45,11,0,103.80
114489,2016-12-05,2016-12-09,"Standard Class",16165,Justin,Ellison,Corporate,"United States",Franklin,Wisconsin,53132,Central,10001448,Technology,Phones,"Anker Astro 15000mAh USB Portable Charger",149.97,3,0,6.00
114489,2016-12-05,2016-12-09,"Standard Class",16165,Justin,Ellison,Corporate,"United States",Franklin,Wisconsin,53132,Central,10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, R",1951.84,8,0,585.55
114489,2016-12-05,2016-12-09,"Standard Class",16165,Justin,Ellison,Corporate,"United States",Franklin,Wisconsin,53132,Central,10002735,"Office Supplies",Binders,"GBC Prestige Therm-A-Bind Covers",171.55,5,0,80.63
158834,2016-03-13,2016-03-16,"First Class",21025,Tamara,Willingham,"Home Office","United States",Scottsdale,Arizona,85254,West,10000326,"Office Supplies",Appliances,"Belkin 7 Outlet SurgeMaster Surge Protector with",157.92,5,0.2,17.77
158834,2016-03-13,2016-03-16,"First Class",21025,Tamara,Willingham,"Home Office","United States",Scottsdale,Arizona,85254,West,10001254,Technology,Phones,"Jabra BIZ 2300 Duo QD Duo Corded Headset",203.18,2,0.2,15.24
124919,2015-05-31,2015-06-02,"First Class",20650,Stephanie,Phelps,Corporate,"United States","San Jose",California,95123,West,10002254,"Office Supplies",Paper,"Xerox 1883",105.52,4,0,48.54
118948,2015-05-28,2015-06-03,"Standard Class",18490,Neil,Knudson,"Home Office","United States",Seattle,Washington,98105,West,10001547,"Office Supplies",Art,"Newell 311",6.63,3,0,1.79
104269,2014-03-01,2014-03-06,"Second Class",13060,Dave,Brooks,Consumer,"United States",Seattle,Washington,98115,West,10004063,Furniture,Chairs,"Global Deluxe High-Back Manager's Chair",457.57,2,0.2,51.48
114104,2016-11-20,2016-11-24,"Standard Class",18670,Nora,Paige,Consumer,"United States",Edmond,Oklahoma,73034,Central,10002475,"Office Supplies",Labels,"Avery 519",14.62,2,0,6.87
114104,2016-11-20,2016-11-24,"Standard Class",18670,Nora,Paige,Consumer,"United States",Edmond,Oklahoma,73034,Central,10004536,Technology,Phones,"Avaya 5420 Digital phone",944.93,7,0,236.23
162733,2016-05-11,2016-05-12,"First Class",21070,Ted,Trevino,Consumer,"United States","Los Angeles",California,90045,West,10002751,"Office Supplies",Paper,"Xerox 1920",5.98,1,0,2.69
139892,2014-09-08,2014-09-12,"Standard Class",11140,Becky,Martin,Consumer,"United States","San Antonio",Texas,78207,Central,10004441,"Office Supplies",Art,"BIC Brite Liner Highlighters",9.94,3,0.2,2.73
139892,2014-09-08,2014-09-12,"Standard Class",11140,Becky,Martin,Consumer,"United States","San Antonio",Texas,78207,Central,10004287,Furniture,Chairs,"SAFCO Arco Folding Chair",1740.06,9,0.3,-24.86
139892,2014-09-08,2014-09-12,"Standard Class",11140,Becky,Martin,Consumer,"United States","San Antonio",Texas,78207,Central,10002656,"Office Supplies",Art,"Sanford Liquid Accent Highlighters",32.06,6,0.2,6.81
139892,2014-09-08,2014-09-12,"Standard Class",11140,Becky,Martin,Consumer,"United States","San Antonio",Texas,78207,Central,10002518,"Office Supplies",Appliances,"Kensington 7 Outlet MasterPiece Power Center",177.98,5,0.8,-453.85
139892,2014-09-08,2014-09-12,"Standard Class",11140,Becky,Martin,Consumer,"United States","San Antonio",Texas,78207,Central,10003931,Technology,Phones,"JBL Micro Wireless Portable Bluetooth Speaker",143.98,3,0.2,9.00
118962,2014-08-05,2014-08-09,"Standard Class",12130,Chad,Sievert,Consumer,"United States","Los Angeles",California,90004,West,10001144,"Office Supplies",Paper,"Xerox 1913",110.96,2,0,53.26
118962,2014-08-05,2014-08-09,"Standard Class",12130,Chad,Sievert,Consumer,"United States","Los Angeles",California,90004,West,10003817,Furniture,Chairs,"Global Value Steno Chair, Gray",340.14,7,0.2,21.26
100853,2014-09-14,2014-09-19,"Standard Class",15400,Jennifer,Braxton,Corporate,"United States",Chicago,Illinois,60623,Central,10000891,"Office Supplies",Appliances,"Kensington 7 Outlet MasterPiece HOMEOFFICE Power",52.45,2,0.8,-131.12
100853,2014-09-14,2014-09-19,"Standard Class",15400,Jennifer,Braxton,Corporate,"United States",Chicago,Illinois,60623,Central,10003148,"Office Supplies",Labels,"Avery 51",20.16,4,0.2,6.55
152366,2017-04-21,2017-04-25,"Second Class",20500,Shirley,Jackson,Consumer,"United States",Houston,Texas,77036,Central,10002684,"Office Supplies",Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout",97.26,4,0.8,-243.16
